step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_encoded,balanceOrig_diff,balanceDest_diff,amount_to_oldbalanceOrg_ratio,amount_to_oldbalanceDest_ratio,is_zero_oldbalanceOrg,is_zero_newbalanceOrig,is_zero_oldbalanceDest,is_zero_newbalanceDest,is_merchant
7,441445.58,441445.58,0.0,98993.5,0.0,1,1,441445.58,98993.5,1.0,4.459339047513221,0,1,0,1,0
8,181728.11,0.0,0.0,11397.0,184477.77,1,1,0.0,-173080.77,0.0,15.945258401333684,1,1,0,0,0
8,222.0,222.0,0.0,0.0,267095.19,1,4,222.0,-267095.19,1.0,0.0,0,1,1,0,0
8,222.0,222.0,0.0,24708.0,171647.35,1,1,222.0,-146939.35,1.0,0.008984944147644487,0,1,0,0,0
8,1996.17,1996.17,0.0,0.0,0.0,1,4,1996.17,0.0,1.0,0.0,0,1,1,1,0
8,1996.17,1996.17,0.0,2559.74,4555.92,1,1,1996.17,-1996.1800000000003,1.0,0.7798331080500365,0,1,0,0,0
8,1078013.76,0.0,0.0,0.0,970749.68,1,4,0.0,-970749.68,0.0,0.0,1,1,1,0,0
8,89631.24,89631.24,0.0,0.0,0.0,1,4,89631.24,0.0,1.0,0.0,0,1,1,1,0
8,89631.24,89631.24,0.0,21175.0,0.0,1,1,89631.24,21175.0,1.0,4.232880283353011,0,1,0,1,0
8,29707.86,29707.86,0.0,0.0,0.0,1,4,29707.86,0.0,1.0,0.0,0,1,1,1,0
8,29707.86,29707.86,0.0,10935.0,0.0,1,1,29707.86,10935.0,1.0,2.7167681755829904,0,1,0,1,0
8,43092.0,43092.0,0.0,0.0,0.0,1,4,43092.0,0.0,1.0,0.0,0,1,1,1,0
8,43092.0,43092.0,0.0,660641.74,1158662.9,1,1,43092.0,-498021.1599999999,1.0,0.06522748623179637,0,1,0,0,0
9,556218.01,556218.01,0.0,0.0,0.0,1,4,556218.01,0.0,1.0,0.0,0,1,1,1,0
9,556218.01,556218.01,0.0,0.0,582265.81,1,1,556218.01,-582265.81,1.0,0.0,0,1,1,0,0
9,11308.0,11308.0,0.0,0.0,0.0,1,4,11308.0,0.0,1.0,0.0,0,1,1,1,0
9,11308.0,11308.0,0.0,0.0,302550.56,1,1,11308.0,-302550.56,1.0,0.0,0,1,1,0,0
9,350705.74,350705.74,0.0,0.0,1184633.07,1,4,350705.74,-1184633.07,1.0,0.0,0,1,1,0,0
9,350705.74,350705.74,0.0,894760.68,1794033.65,1,1,350705.74,-899272.9699999999,1.0,0.3919547962255113,0,1,0,0,0
9,2539898.07,2539898.07,0.0,0.0,261290.69,1,4,2539898.07,-261290.69,1.0,0.0,0,1,1,0,0
9,2539898.07,2539898.07,0.0,968.0,1842864.22,1,1,2539898.07,-1841896.22,1.0,2623.8616425619834,0,1,0,0,0
9,361559.69,361559.69,0.0,0.0,141302.12,1,4,361559.69,-141302.12,1.0,0.0,0,1,1,0,0
9,361559.69,361559.69,0.0,504667.31,189441.24,1,1,361559.69,315226.07,1.0,0.7164317617481505,0,1,0,0,0
9,1154353.99,1154353.99,0.0,0.0,10872.9,1,4,1154353.99,-10872.9,1.0,0.0,0,1,1,0,0
9,1154353.99,1154353.99,0.0,162222.0,1965587.6,1,1,1154353.99,-1803365.6,1.0,7.115890508069189,0,1,0,0,0
9,21922.0,21922.0,0.0,0.0,0.0,1,4,21922.0,0.0,1.0,0.0,0,1,1,1,0
9,21922.0,21922.0,0.0,1929861.61,2046918.8,1,1,21922.0,-117057.18999999994,1.0,0.011359363742149365,0,1,0,0,0
9,994453.2,1437370.87,442917.67,194812.76,665743.67,1,4,994453.2000000002,-470930.91000000003,0.6918556795296679,5.10466152217134,0,0,0,0,0
9,1055.0,1055.0,0.0,0.0,0.0,1,4,1055.0,0.0,1.0,0.0,0,1,1,1,0
9,1055.0,1055.0,0.0,75179.0,0.0,1,1,1055.0,75179.0,1.0,0.014033174157677011,0,1,0,1,0
9,244068.01,244068.01,0.0,0.0,0.0,1,4,244068.01,0.0,1.0,0.0,0,1,1,1,0
9,244068.01,244068.01,0.0,0.0,338538.16,1,1,244068.01,-338538.16,1.0,0.0,0,1,1,0,0
10,59835.0,59835.0,0.0,0.0,0.0,1,4,59835.0,0.0,1.0,0.0,0,1,1,1,0
10,59835.0,59835.0,0.0,255480.76,315315.76,1,1,59835.0,-59835.0,1.0,0.2342055033811548,0,1,0,0,0
10,277970.88,0.0,0.0,0.0,277970.88,1,1,0.0,-277970.88,0.0,0.0,1,1,1,0,0
10,93810.76,93810.76,0.0,0.0,0.0,1,4,93810.76,0.0,1.0,0.0,0,1,1,1,0
10,93810.76,93810.76,0.0,4096048.05,4189858.81,1,1,93810.76,-93810.76000000024,1.0,0.022902748906961673,0,1,0,0,0
10,503405.88,503405.88,0.0,0.0,0.0,1,4,503405.88,0.0,1.0,0.0,0,1,1,1,0
10,503405.88,503405.88,0.0,29669.0,533074.88,1,1,503405.88,-503405.88,1.0,16.967403013246148,0,1,0,0,0
10,2662734.59,2662734.59,0.0,0.0,0.0,1,4,2662734.59,0.0,1.0,0.0,0,1,1,1,0
10,2662734.59,2662734.59,0.0,14165.62,2930405.33,1,1,2662734.59,-2916239.71,1.0,187.97162355053996,0,1,0,0,0
10,9217.19,9217.19,0.0,0.0,96795.6,1,4,9217.19,-96795.6,1.0,0.0,0,1,1,0,0
10,9217.19,9217.19,0.0,0.0,9217.19,1,1,9217.19,-9217.19,1.0,0.0,0,1,1,0,0
11,2100.0,2100.0,0.0,0.0,0.0,1,4,2100.0,0.0,1.0,0.0,0,1,1,1,0
11,2100.0,2100.0,0.0,112512.48,114612.48,1,1,2100.0,-2100.0,1.0,0.01866459614080145,0,1,0,0,0
11,1933920.8,0.0,0.0,1283762.85,3217683.65,1,4,0.0,-1933920.7999999998,0.0,1.506447082496584,1,1,0,0,0
11,313418.28,313418.28,0.0,0.0,97980.88,1,4,313418.28,-97980.88,1.0,0.0,0,1,1,0,0
11,313418.28,313418.28,0.0,688164.64,1029922.17,1,1,313418.28,-341757.53,1.0,0.45544083752980974,0,1,0,0,0
11,12461.0,12461.0,0.0,0.0,0.0,1,4,12461.0,0.0,1.0,0.0,0,1,1,1,0
11,12461.0,12461.0,0.0,27964.11,40425.11,1,1,12461.0,-12461.0,1.0,0.44560688682743704,0,1,0,0,0
12,19472.0,19472.0,0.0,0.0,0.0,1,4,19472.0,0.0,1.0,0.0,0,1,1,1,0
12,19472.0,19472.0,0.0,0.0,19472.0,1,1,19472.0,-19472.0,1.0,0.0,0,1,1,0,0
12,3964129.99,3964129.99,0.0,0.0,0.0,1,4,3964129.99,0.0,1.0,0.0,0,1,1,1,0
12,3964129.99,3964129.99,0.0,1912955.54,5811064.07,1,1,3964129.99,-3898108.5300000003,1.0,2.0722541152210994,0,1,0,0,0
12,1041647.06,1041647.06,0.0,0.0,0.0,1,4,1041647.06,0.0,1.0,0.0,0,1,1,1,0
12,1041647.06,1041647.06,0.0,52730.33,1094377.39,1,1,1041647.06,-1041647.0599999999,1.0,19.754229871119716,0,1,0,0,0
12,2066467.64,2066467.64,0.0,0.0,81209.81,1,4,2066467.64,-81209.81,1.0,0.0,0,1,1,0,0
12,2066467.64,2066467.64,0.0,194510.24,3098566.67,1,1,2066467.64,-2904056.4299999997,1.0,10.623952960008687,0,1,0,0,0
12,149668.66,0.0,0.0,44170.11,193838.76,1,1,0.0,-149668.65000000002,0.0,3.3884602053288977,1,1,0,0,0
12,2007.0,2007.0,0.0,0.0,0.0,1,4,2007.0,0.0,1.0,0.0,0,1,1,1,0
12,2007.0,2007.0,0.0,129917.8,250910.76,1,1,2007.0,-120992.96,1.0,0.015448229572852988,0,1,0,0,0
12,222048.71,0.0,0.0,2979.0,225027.71,1,1,0.0,-222048.71,0.0,74.53800268546492,1,1,0,0,0
12,8677.0,8677.0,0.0,0.0,0.0,1,4,8677.0,0.0,1.0,0.0,0,1,1,1,0
12,8677.0,8677.0,0.0,225127.62,233804.62,1,1,8677.0,-8677.0,1.0,0.03854258309131505,0,1,0,0,0
13,408.0,408.0,0.0,0.0,226013.18,1,4,408.0,-226013.18,1.0,0.0,0,1,1,0,0
13,408.0,408.0,0.0,898297.85,1075854.14,1,1,408.0,-177556.28999999992,1.0,0.0004541923372075309,0,1,0,0,0
13,48375.02,48375.02,0.0,0.0,0.0,1,4,48375.02,0.0,1.0,0.0,0,1,1,1,0
13,48375.02,48375.02,0.0,374803.26,658520.33,1,1,48375.02,-283717.06999999995,1.0,0.12906776744684664,0,1,0,0,0
13,4022667.54,4022667.54,0.0,0.0,0.0,1,4,4022667.54,0.0,1.0,0.0,0,1,1,1,0
13,4022667.54,4022667.54,0.0,80136.56,4057191.21,1,1,4022667.54,-3977054.65,1.0,50.197656849757465,0,1,0,0,0
13,454859.39,0.0,0.0,0.0,454859.39,1,1,0.0,-454859.39,0.0,0.0,1,1,1,0,0
13,1161495.82,1161495.82,0.0,0.0,0.0,1,4,1161495.82,0.0,1.0,0.0,0,1,1,1,0
13,1161495.82,1161495.82,0.0,319036.02,1565123.81,1,1,1161495.82,-1246087.79,1.0,3.640641642909161,0,1,0,0,0
13,2686564.04,2686564.04,0.0,0.0,0.0,1,4,2686564.04,0.0,1.0,0.0,0,1,1,1,0
13,2686564.04,2686564.04,0.0,438199.37,3124763.41,1,1,2686564.04,-2686564.04,1.0,6.130917166768177,0,1,0,0,0
13,6188514.81,6188514.81,0.0,0.0,0.0,1,4,6188514.81,0.0,1.0,0.0,0,1,1,1,0
13,6188514.81,6188514.81,0.0,381607.21,6424681.56,1,1,6188514.81,-6043074.35,1.0,16.216975591210655,0,1,0,0,0
13,123194.95,79466.45,0.0,535933.16,263908.84,1,4,79466.45,272024.32,1.5502762486558794,0.22986998975767797,0,1,0,0,0
14,2093951.47,2093951.47,0.0,0.0,0.0,1,4,2093951.47,0.0,1.0,0.0,0,1,1,1,0
14,2093951.47,2093951.47,0.0,0.0,2093951.47,1,1,2093951.47,-2093951.47,1.0,0.0,0,1,1,0,0
14,143032.0,143032.0,0.0,0.0,0.0,1,4,143032.0,0.0,1.0,0.0,0,1,1,1,0
14,143032.0,143032.0,0.0,814654.61,1020323.73,1,1,143032.0,-205669.12,1.0,0.17557379316861657,0,1,0,0,0
14,2927005.15,2927005.15,0.0,0.0,0.0,1,4,2927005.15,0.0,1.0,0.0,0,1,1,1,0
14,2927005.15,2927005.15,0.0,0.0,2994420.07,1,1,2927005.15,-2994420.07,1.0,0.0,0,1,1,0,0
14,1832319.42,1832319.42,0.0,0.0,0.0,1,4,1832319.42,0.0,1.0,0.0,0,1,1,1,0
14,1832319.42,1832319.42,0.0,43962.42,2440139.69,1,1,1832319.42,-2396177.27,1.0,41.67922102559413,0,1,0,0,0
14,1561891.66,1561891.66,0.0,0.0,0.0,1,4,1561891.66,0.0,1.0,0.0,0,1,1,1,0
14,1561891.66,1561891.66,0.0,3471928.95,6443177.56,1,1,1561891.66,-2971248.6099999994,1.0,0.44986279457130013,0,1,0,0,0
14,65488.05,65488.05,0.0,0.0,0.0,1,4,65488.05,0.0,1.0,0.0,0,1,1,1,0
14,65488.05,65488.05,0.0,0.0,65488.05,1,1,65488.05,-65488.05,1.0,0.0,0,1,1,0,0
15,696763.08,696763.08,0.0,0.0,69861.26,1,4,696763.08,-69861.26,1.0,0.0,0,1,1,0,0
15,696763.08,696763.08,0.0,366114.58,1347073.81,1,1,696763.08,-980959.23,1.0,1.9031284686886818,0,1,0,0,0
15,119.0,119.0,0.0,0.0,0.0,1,4,119.0,0.0,1.0,0.0,0,1,1,1,0
15,119.0,119.0,0.0,4844060.13,4844179.13,1,1,119.0,-119.0,1.0,2.4566169041340948e-05,0,1,0,0,0
15,128473.62,128473.62,0.0,0.0,0.0,1,4,128473.62,0.0,1.0,0.0,0,1,1,1,0
15,128473.62,128473.62,0.0,0.0,128473.62,1,1,128473.62,-128473.62,1.0,0.0,0,1,1,0,0
15,248056.41,248056.41,0.0,0.0,0.0,1,4,248056.41,0.0,1.0,0.0,0,1,1,1,0
15,248056.41,248056.41,0.0,0.0,201427.47,1,1,248056.41,-201427.47,1.0,0.0,0,1,1,0,0
15,164500.81,164500.81,0.0,0.0,0.0,1,4,164500.81,0.0,1.0,0.0,0,1,1,1,0
15,164500.81,164500.81,0.0,685636.21,850137.02,1,1,164500.81,-164500.81000000006,1.0,0.2399243324677966,0,1,0,0,0
15,212089.74,212089.74,0.0,0.0,0.0,1,4,212089.74,0.0,1.0,0.0,0,1,1,1,0
15,212089.74,212089.74,0.0,257758.48,469848.23,1,1,212089.74,-212089.74999999997,1.0,0.822823520684945,0,1,0,0,0
15,95428.32,0.0,0.0,0.0,95428.32,1,1,0.0,-95428.32,0.0,0.0,1,1,1,0,0
15,39713.28,0.0,0.0,1274866.51,1314579.79,1,1,0.0,-39713.28000000003,0.0,0.031150932029738548,1,1,0,0,0
15,170.0,170.0,0.0,0.0,0.0,1,4,170.0,0.0,1.0,0.0,0,1,1,1,0
15,170.0,170.0,0.0,413421.36,345764.15,1,1,170.0,67657.20999999996,1.0,0.00041120274965957253,0,1,0,0,0
15,747282.4,747282.4,0.0,0.0,0.0,1,4,747282.4,0.0,1.0,0.0,0,1,1,1,0
15,747282.4,747282.4,0.0,5340917.82,6088200.22,1,1,747282.4,-747282.3999999994,1.0,0.13991647600374424,0,1,0,0,0
15,59385.67,59385.67,0.0,0.0,0.0,1,4,59385.67,0.0,1.0,0.0,0,1,1,1,0
15,59385.67,59385.67,0.0,74371.0,133756.67,1,1,59385.67,-59385.67000000001,1.0,0.7985057347622057,0,1,0,0,0
16,2198224.71,2198224.71,0.0,0.0,0.0,1,4,2198224.71,0.0,1.0,0.0,0,1,1,1,0
16,2198224.71,2198224.71,0.0,0.0,2198224.71,1,1,2198224.71,-2198224.71,1.0,0.0,0,1,1,0,0
16,828720.89,828720.89,0.0,0.0,0.0,1,4,828720.89,0.0,1.0,0.0,0,1,1,1,0
16,828720.89,828720.89,0.0,9142622.59,10200000.0,1,1,828720.89,-1057377.4100000001,1.0,0.09064367273635869,0,1,0,0,0
16,2701905.3,2701905.3,0.0,0.0,0.0,1,4,2701905.3,0.0,1.0,0.0,0,1,1,1,0
16,2701905.3,2701905.3,0.0,57418.0,2759323.3,1,1,2701905.3,-2701905.3,1.0,47.056764429273045,0,1,0,0,0
16,31074.0,31074.0,0.0,0.0,0.0,1,4,31074.0,0.0,1.0,0.0,0,1,1,1,0
16,31074.0,31074.0,0.0,0.0,31074.0,1,1,31074.0,-31074.0,1.0,0.0,0,1,1,0,0
16,121626.82,121626.82,0.0,0.0,0.0,1,4,121626.82,0.0,1.0,0.0,0,1,1,1,0
16,121626.82,121626.82,0.0,653744.34,775371.16,1,1,121626.82,-121626.82000000007,1.0,0.18604645969095504,0,1,0,0,0
17,1639676.27,1639676.27,0.0,0.0,0.0,1,4,1639676.27,0.0,1.0,0.0,0,1,1,1,0
17,1639676.27,1639676.27,0.0,448954.92,2198318.48,1,1,1639676.27,-1749363.56,1.0,3.6522069298182545,0,1,0,0,0
17,305627.0,305627.0,0.0,0.0,0.0,1,4,305627.0,0.0,1.0,0.0,0,1,1,1,0
17,305627.0,305627.0,0.0,7699847.16,8005474.16,1,1,305627.0,-305627.0,1.0,0.03969260605427394,0,1,0,0,0
17,195351.76,195351.76,0.0,0.0,0.0,1,4,195351.76,0.0,1.0,0.0,0,1,1,1,0
17,195351.76,195351.76,0.0,156408.25,265841.0,1,1,195351.76,-109432.75,1.0,1.2489862906847946,0,1,0,0,0
17,42062.82,340830.43,298767.61,398931.35,678419.64,1,1,42062.82000000001,-279488.29000000004,0.12341274809294464,0.10543874278118279,0,0,0,0,0
18,295664.18,295664.18,0.0,0.0,0.0,1,4,295664.18,0.0,1.0,0.0,0,1,1,1,0
18,295664.18,295664.18,0.0,10200000.0,10500000.0,1,1,295664.18,-300000.0,1.0,0.02898668431372549,0,1,0,0,0
18,307739.18,307739.18,0.0,0.0,0.0,1,4,307739.18,0.0,1.0,0.0,0,1,1,1,0
18,307739.18,307739.18,0.0,25326.0,838246.41,1,1,307739.18,-812920.41,1.0,12.151116639027087,0,1,0,0,0
18,314251.58,75956.47,0.0,7962205.25,8276456.84,1,1,75956.47,-314251.58999999985,4.137258879987446,0.03946790746194341,0,1,0,0,0
18,1102133.9,1102133.9,0.0,0.0,746575.95,1,4,1102133.9,-746575.95,1.0,0.0,0,1,1,0,0
18,1102133.9,1102133.9,0.0,306228.56,1408362.45,1,1,1102133.9,-1102133.89,1.0,3.599056534766058,0,1,0,0,0
18,1144089.37,1144089.37,0.0,0.0,0.0,1,4,1144089.37,0.0,1.0,0.0,0,1,1,1,0
18,1144089.37,1144089.37,0.0,2502877.26,3879210.29,1,1,1144089.37,-1376333.0300000003,1.0,0.45710965866540343,0,1,0,0,0
18,1974352.3,1974352.3,0.0,0.0,0.0,1,4,1974352.3,0.0,1.0,0.0,0,1,1,1,0
18,1974352.3,1974352.3,0.0,15531.71,1989884.01,1,1,1974352.3,-1974352.3,1.0,127.11750992002813,0,1,0,0,0
18,11481.0,11481.0,0.0,0.0,263492.28,1,4,11481.0,-263492.28,1.0,0.0,0,1,1,0,0
18,11481.0,11481.0,0.0,761417.61,1765080.5,1,1,11481.0,-1003662.89,1.0,0.015078453465240973,0,1,0,0,0
18,508782.2,0.0,0.0,1082007.65,1590789.85,1,1,0.0,-508782.2000000002,0.0,0.47022052015990834,1,1,0,0,0
18,9131.0,9131.0,0.0,0.0,0.0,1,4,9131.0,0.0,1.0,0.0,0,1,1,1,0
18,9131.0,9131.0,0.0,133084.02,142215.02,1,1,9131.0,-9131.0,1.0,0.06861079188921405,0,1,0,0,0
19,143660.11,143660.11,0.0,0.0,0.0,1,4,143660.11,0.0,1.0,0.0,0,1,1,1,0
19,143660.11,143660.11,0.0,0.0,143660.11,1,1,143660.11,-143660.11,1.0,0.0,0,1,1,0,0
19,3477438.49,3477438.49,0.0,0.0,0.0,1,4,3477438.49,0.0,1.0,0.0,0,1,1,1,0
19,3477438.49,3477438.49,0.0,0.0,3477438.49,1,1,3477438.49,-3477438.49,1.0,0.0,0,1,1,0,0
19,122101.57,0.0,0.0,0.0,639940.2,1,1,0.0,-639940.2,0.0,0.0,1,1,1,0,0
19,161939.36,161939.36,0.0,0.0,0.0,1,4,161939.36,0.0,1.0,0.0,0,1,1,1,0
